Customer ID,Customer Name,Email,Phone Number,Address Line 1,City,Country,Postcode,Loyalty Card
670993-31115-QU,Kristie Turner,valenciaashley@hotmail.com,803-683-529,71207 Jones Circle Suite 988,Karenfurt,Ireland,99176,Yes
298966-42836-ZC,Shane Johnson,willispreston@gmail.com,106-630-576,1660 Robert Creek,Vernonberg,United Kingdom,61637,Yes
823081-62695-BY,Kristi Garcia,nixonkara@burton.info,400-587-481,64490 Michael Drive Suite 023,Lake Jimmystad,United States,48619,No
149541-44243-QU,Karen Small,jjones@hotmail.com,706-831-837,09185 Crystal Rest,South Connorberg,United Kingdom,26508,No
344686-31248-FR,Mrs. Megan Guzman,smitheric@gmail.com,238-658-495,36058 Henderson Mountains,North Cathyfort,United Kingdom,42234,No
635754-27182-QU,Lisa Martinez,tjones@hotmail.com,418-338-974,142 Osborne Harbors Suite 961,Ericburgh,United Kingdom,57994,No
240138-12198-ST,Kyle Martinez,collinsgregory@hotmail.com,217-671-522,6506 Jennifer Villages Apt. 013,North Jessica,United Kingdom,18690,Yes
504995-73938-JQ,Denise Campbell,qrobinson@sosa.net,456-137-744,613 Pamela Crescent Suite 864,Lake Josephbury,United Kingdom,75821,No
144246-60462-OU,Jeremy Cain,thomascooper@yahoo.com,101-993-325,6957 Alexis Extensions Suite 192,East Ryan,Ireland,45790,Yes
167871-20444-HW,John Morgan,gcampbell@fernandez.info,867-819-309,3198 Andrews Expressway Suite 098,Matthewshire,United States,18645,No
290537-91875-RB,Tanya Alvarado,adamkline@gmail.com,316-723-638,859 Rachel Common,East Erik,Ireland,26830,Yes
844123-13949-BQ,Sarah Rice,amy40@hotmail.com,992-868-536,5267 Richard Lights Suite 788,Ballardburgh,United Kingdom,31384,Yes
660663-97579-OB,Miranda Olson,douglaslindsey@reynolds.com,374-413-425,5323 Farmer Spurs Apt. 664,Brentfort,United Kingdom,59688,No
895749-32206-DT,Nichole Chase,mary23@york.com,939-477-932,2007 Kelsey Tunnel,North Juliehaven,United Kingdom,49749,No
383041-75241-ZC,Stacey Massey,catherine02@gmail.com,387-401-755,67250 Samuel Alley,South Kevinbury,Ireland,47992,No
175637-31516-HI,Michael Lopez,uberger@hotmail.com,318-140-744,7429 Lane Ramp,Popeburgh,United Kingdom,23832,Yes
622549-77471-QJ,Tammy Miller,wisesteven@wells.net,797-859-785,029 Valenzuela Landing Suite 777,Lake Evan,United Kingdom,39225,No
557912-26600-BB,William Leon,kkim@parker-martinez.biz,382-836-392,946 Cindy Summit,Port Jamesview,Ireland,40849,Yes
725481-98141-FR,Stacy Palmer,walkeraustin@ramirez-huffman.com,825-189-521,07781 Calvin Meadows Apt. 614,Port Amandashire,Ireland,08385,Yes
826963-15787-RG,Alison Shea,laura96@parker.info,225-899-568,22271 Christian Circles Suite 436,Rosschester,Ireland,49467,Yes
821426-25499-NC,Courtney House,dlewis@blackwell.com,671-293-606,85159 Mary Brook Apt. 915,Lake Christopher,Ireland,05057,Yes
681787-14931-UA,Rebecca Austin,bcannon@hotmail.com,204-934-302,7369 Brown Well,Port Sarah,United States,92106,Yes
804254-29771-ZC,Kelly Wood,kevinlewis@skinner-moore.biz,706-306-865,574 David Bridge,Wandaport,Ireland,80333,Yes
680894-49019-QU,Patrick Brown,teresabrown@brady.com,279-182-796,6769 Porter Falls Apt. 608,Jeremyshire,United Kingdom,33629,Yes
900292-44647-QU,Kimberly Parsons,kbutler@smith.com,297-782-612,704 John Ridges,Port Michael,Ireland,49648,Yes
445178-12020-ST,Dean Gill,kwilliams@gomez-boyd.biz,710-236-435,3412 Wells Meadow Suite 382,Reyesfurt,Ireland,83202,Yes
654039-52200-IC,Alexis Horton,kimberly23@yahoo.com,667-556-559,49340 Ochoa Knoll Suite 515,Kathleenstad,United Kingdom,53227,No
164636-44429-OB,Keith Rojas,suzanne45@hotmail.com,368-890-562,612 Russell Ways Suite 681,Lake Toddview,United States,60351,No
217580-45906-BY,Alicia Armstrong,catherine39@gmail.com,882-131-840,81100 Vernon Cape Suite 203,Port Brookeside,Ireland,53872,No
737288-57413-CU,Tina Herman,mcculloughallison@jones-wilkins.biz,377-252-853,6252 Krystal Mission Suite 830,Lake Robert,United Kingdom,36146,Yes
475106-62649-UZ,Jeffery Snyder,karensmith@guerrero.net,284-910-427,822 Jacobs Roads,Davidborough,United States,60889,Yes
552597-81212-ZN,Thomas Wood,dawsonmelissa@yahoo.com,608-439-417,677 Michael Plain Apt. 306,Wilsonborough,United States,45506,Yes
725011-25142-IC,Mr. Antonio Wade,lambertstacy@hotmail.com,456-336-733,3174 Willie Plains,Thompsontown,United States,29397,Yes
420311-24346-RG,Christina Wiley,allisonbridges@hotmail.com,908-411-428,9648 Dudley Ford Apt. 136,New Sheri,Ireland,96096,No
891904-39935-PX,Arthur Russo,marissa63@hotmail.com,487-886-474,819 Morgan Square Suite 013,Annafort,Ireland,36824,No
128873-86821-PX,Sarah Gonzalez,andrewball@yahoo.com,774-590-109,522 Gibson Locks,New Ronaldshire,United Kingdom,77422,No
381767-44093-UZ,Chelsea Thompson,beanmelissa@yahoo.com,224-274-919,5559 Jennifer Crossroad Apt. 005,New Alejandro,United States,00897,Yes
241155-19879-PE,Stephanie Cole,nicholashall@scott.com,423-951-963,032 Duncan Bridge,Rodneyfort,Ireland,39407,No
923527-70775-BY,Melissa Smith,juarezkenneth@gmail.com,233-544-193,82987 Hughes Neck,Port Ethan,United States,79417,Yes
148523-92032-CB,Jonathan Andrade,owong@hotmail.com,248-568-889,2309 Michael Glen,Kimberlyside,Ireland,83630,No
726117-30589-CU,Kyle Mcintyre,johnsonrhonda@hotmail.com,589-730-680,1609 Ryan Road,Jacksonhaven,Ireland,51158,No
107660-22653-BB,Anthony Middleton,shudson@santiago.biz,674-270-703,65516 Robinson Hollow Apt. 906,Lake Andrew,Ireland,70253,No
785398-13026-PX,James Ferguson,kwood@wilson-adams.com,310-746-339,8253 Daniel Gardens,Michaelberg,United Kingdom,01030,Yes
158690-55519-CU,Larry Taylor,dlewis@vasquez-wagner.info,570-125-310,151 Hansen Wells Suite 957,Xavierbury,Ireland,28875,Yes
928928-89854-OM,John Murray,xjackson@mason-bolton.com,745-782-999,028 Peter Knoll Apt. 349,Butlerhaven,Ireland,57492,Yes
115328-36339-DT,Thomas Brown,elliottgregory@lee.com,235-210-967,12769 Ayala Rapids Suite 550,Jonland,United Kingdom,31946,No
463672-28891-ZC,Brittany Taylor,dunnshelly@gmail.com,734-485-395,6932 Trevor Manor,New Kevintown,United States,10192,No
888782-75399-FR,Erik Alexander,chelseahancock@yahoo.com,723-428-232,324 Carol Bridge,Lake Jamesmouth,United Kingdom,93926,Yes
183314-71278-QO,Justin Jordan,pattersonbrenda@york.com,910-118-820,90511 Andrew Skyway,East Stephanieborough,United Kingdom,70692,No
268171-46463-UA,Angela Davis,tammy32@rogers.biz,201-588-869,333 Owens Locks,Jeremyborough,Ireland,88499,Yes
586527-37539-QJ,Lori Hendrix,bakermorgan@white.com,760-203-864,28031 Edwin Locks Suite 369,Lowestad,Ireland,29960,Yes
807259-35128-HI,Tasha Vincent,kristen64@garcia-williams.info,486-523-262,5574 Kaitlyn Plains,South Justin,United Kingdom,38410,No
889729-64111-OB,Gabrielle Garcia,russellbrenda@morris.com,846-134-456,395 Cook Junctions Suite 251,Port James,United Kingdom,26850,Yes
308217-80935-QO,Peggy Macdonald,mhartman@herman-cuevas.com,836-478-841,80584 Lara Field Apt. 031,Taylortown,United Kingdom,56359,Yes
253135-60168-ZN,Erica Solis,alisonlawrence@hotmail.com,939-296-171,4762 Fox Mount,Millerside,Ireland,24399,Yes
341415-84745-UZ,Darren Mahoney,qnelson@snyder-lee.com,893-432-281,59667 Gray Meadow,Samanthashire,United States,70613,Yes
929093-47265-QJ,Duane Ward,tyoung@gmail.com,308-315-740,17889 Taylor Ramp Suite 009,Michelleland,United Kingdom,87376,No
239275-31890-NC,Ashley Parker,mcculloughvanessa@webb-butler.com,329-162-769,699 Robert Manors Suite 922,North Bethfurt,United States,48360,Yes
907624-69898-HI,Brandon Solomon,ruizjeremy@gmail.com,292-230-537,684 Samantha Radial,South Alejandro,United States,80284,Yes
846512-47525-PE,Maria Allen,donovanjeremy@wolfe.com,927-969-333,0161 Alexis Rapid,Port Cynthiafort,Ireland,56583,Yes
324165-82726-UV,William Jackson,vmartin@savage.com,319-639-848,07083 Madison Rapids,East Davidborough,United States,57869,No
660082-70499-OM,Michele Moon,andersondana@buckley-french.com,522-536-716,0356 Martin Green Apt. 041,Matthewside,United Kingdom,91293,Yes
709128-10649-DT,Angela Wallace,emily16@gmail.com,967-841-837,304 Melissa Falls,South Miranda,Ireland,34601,No
601357-62156-IQ,Kevin Freeman,jacksonkari@hotmail.com,906-888-906,334 Mason Shoals Apt. 958,Patriciafurt,United States,25604,Yes
648490-28005-UZ,Claudia Schultz,sarah58@patel.org,289-776-243,4708 Lewis Stravenue Apt. 984,North Douglasmouth,United Kingdom,84782,Yes
385338-40027-RB,David Gonzales,hcameron@hotmail.com,711-827-698,84227 Kyle River Suite 613,Sarahshire,Ireland,36106,Yes
829708-49048-OU,Jessica Williams,robert14@yahoo.com,799-321-185,59791 Ashley Rue,New Rebekah,United States,66474,No
760706-54718-CB,Douglas Patterson,mterrell@dunn.com,158-466-542,21057 Cabrera Vista,East Danielle,United States,25041,No
332825-42865-OB,Mary Garcia MD,tammy02@rivas.info,853-641-671,43569 Miller Plaza Suite 419,Kevinshire,Ireland,32109,No
823399-35022-ST,Nancy Wong,rzamora@gmail.com,146-654-858,97340 Day Route Apt. 870,East Granttown,Ireland,89125,Yes
743219-14186-UV,Kim Reynolds,dsullivan@wood.com,488-250-598,513 Smith Walks,Crystalmouth,Ireland,09015,No
655784-26609-CB,Jeffrey Peters,rmurphy@miller-harper.com,542-748-753,12365 Tina Dam Apt. 570,Calvintown,Ireland,94308,Yes
332469-37136-IQ,Charles Villegas,omaresparza@bowman-hawkins.com,274-617-897,800 Daniel Light Suite 234,North Denisetown,United Kingdom,82413,No
625071-35695-RB,Marco Johnson,scottruiz@gmail.com,853-995-553,4806 Reid Dam,West Brian,United Kingdom,60292,Yes
133850-90760-NC,Robert Smith,gonzalezjohn@gmail.com,179-596-567,79314 Angela Flat Apt. 485,Richardville,United Kingdom,87615,No
935097-47191-JQ,Megan Robinson,eacevedo@yahoo.com,442-237-274,061 Chambers Alley Apt. 945,Travisfort,Ireland,55188,Yes
997292-12282-EO,Toni Lewis,steve18@thompson.net,923-164-581,123 Adkins Plains,South Lindseyshire,Ireland,76486,Yes
325389-68611-PE,Zachary Howard,rodriguezdenise@gmail.com,866-646-581,99670 Terry Meadows Suite 894,Colleenmouth,United Kingdom,18317,Yes
587413-32541-OM,Scott Fernandez,tyleramy@yahoo.com,962-928-624,560 Peggy Skyway Apt. 465,New Alexander,Ireland,33461,No
712709-31066-ST,Andrew Nunez,adamriley@martinez-campbell.org,437-953-524,8279 Moran Meadow Suite 896,Perrychester,United States,47347,No
193952-78892-OU,Kyle Cooley,nancyfranklin@young.com,266-118-984,66230 Smith Meadows Apt. 100,West Brucechester,United States,29838,Yes
102415-31715-QO,Christopher Smith,montgomerychristina@rivera.com,440-793-176,454 Walter Isle Apt. 417,Tinafurt,Ireland,46181,No
870643-97545-UV,Carlos Peterson,smithrobin@fox.com,178-369-477,4262 Wolf Pine Apt. 495,Calhounbury,Ireland,86854,Yes
137860-77741-QJ,Anthony Smith,karenhoffman@walker-buck.com,487-622-249,87596 Jonathan Cliff,Terryland,United Kingdom,42806,Yes
950569-99144-QU,Sandra Schwartz,martinezrichard@gmail.com,944-696-659,040 Carlson Overpass,Lake Paulside,Ireland,61536,Yes
803809-40239-CU,Mike Lambert,qellis@peterson-quinn.info,360-427-487,87702 Danielle Circle Suite 615,South Markborough,United Kingdom,94767,Yes
762580-34480-OB,Elizabeth Owens,david54@yahoo.com,999-923-771,41086 Goodman Shores Suite 649,North Michelleville,United Kingdom,15941,Yes
621140-58592-QO,James Casey,lbrown@richards.org,132-758-485,087 Anthony Locks Apt. 239,Michelleburgh,United Kingdom,41090,Yes
853832-73968-BY,Patrick Brown,urogers@hotmail.com,544-413-664,5547 Chambers Walks Apt. 432,Port Dennis,United Kingdom,72878,Yes
997048-37617-NC,Samantha Orr MD,joshuajames@gmail.com,177-781-781,209 Mckay Brooks,Audreytown,Ireland,39597,Yes
617851-84693-UV,John Pratt,manderson@gonzalez.com,645-976-422,139 Marcus Islands,West Joy,United Kingdom,63249,Yes
615819-32130-HW,Michael Willis,yperkins@blake.biz,640-956-698,46445 Andre Ways,West Thomas,United Kingdom,08364,Yes
813743-57801-HW,Brittany Roberson,conleykaitlyn@gentry-smith.com,614-816-297,50559 Bruce Locks,Longstad,United Kingdom,80078,Yes
327106-83146-UV,Adrienne Green,oflynn@yahoo.com,464-680-220,01828 White Crest,Simmonsport,Ireland,58100,Yes
543272-19740-HW,Jennifer Norman,zparrish@gmail.com,616-556-484,57370 Nathan Crossing,Stacyfort,Ireland,14175,No
573974-77673-OM,Michelle Marshall,randymiller@yahoo.com,538-263-129,0227 Anthony Mountain,Port Jessestad,Ireland,32221,No
679069-64185-QU,Stephen Price,mark93@gmail.com,817-117-750,6399 Cox Glens,Lake Blake,Ireland,33017,No
634702-26671-QJ,Julie Nguyen,tinawilliams@gmail.com,420-193-345,998 Nicole Corners Apt. 079,South Anne,Ireland,81343,Yes
696556-96291-QJ,Steven Smith,tricia91@hotmail.com,271-592-254,7352 Michelle Streets Suite 744,Port Christopher,Ireland,70374,No
609485-20101-CB,Christian Alexander,wrobertson@hotmail.com,221-655-132,3884 Chambers Freeway Suite 014,West James,United Kingdom,62579,No
823026-88978-QU,Marc Brooks,sara63@yahoo.com,483-387-547,8848 Guy Hill,Shahmouth,Ireland,22758,Yes
188995-26144-UZ,Ian Hughes,pamelalewis@gmail.com,563-847-137,020 Johnson Fork,Lake Jerry,Ireland,63440,Yes
817617-37170-ZC,Catherine Johnson,otran@rivera-santiago.biz,385-298-857,86689 Jennifer Dam Apt. 259,North Mark,Ireland,80369,Yes
770785-65595-ZC,Jason Gregory,dennis22@simmons-vazquez.info,541-742-506,7524 Diana Place Apt. 861,Hughesbury,United States,50533,No
542510-60482-UZ,Shawn Larson,oruiz@clark.com,607-552-948,8109 Brandi Station Apt. 857,South Dylan,Ireland,76045,Yes
456239-75706-RB,Alexander James,andrea40@gmail.com,910-817-101,607 Richard Plains Suite 611,South Nicholasburgh,United Kingdom,65228,No
440047-46964-CU,Karen Mata,ppratt@petersen.com,935-727-985,061 Christopher Harbors,Lake Stevenfort,United Kingdom,47336,No
434745-36083-QO,Tammy Graham,ocoleman@king.com,657-313-618,935 Glover Radial Suite 030,Carolyntown,United States,75445,No
386022-34641-OB,Leslie Anderson,jgarner@simpson-contreras.org,696-110-208,42503 Cooper Junction Apt. 191,West Sandra,United Kingdom,19813,Yes
833302-97342-UA,Michael Luna,samantha43@gmail.com,956-264-816,0955 Howard Parks,Georgeberg,Ireland,60596,No
812888-85331-ST,Rick Cook,diazshannon@wolf.biz,984-322-187,33685 Neal Junctions Apt. 332,Lake Philip,United Kingdom,32840,No
671830-30107-BB,John Kelley,astewart@strong.com,764-761-230,9047 Ryan Avenue,Angieton,United Kingdom,46398,No
608999-21449-BY,Tracie Olson MD,anthonydaniels@gmail.com,553-348-872,1730 Michele Common,Port Michelleborough,Ireland,17457,Yes
422780-80969-PX,Jamie Schroeder,pwebb@gmail.com,516-989-186,587 Jesse Radial Suite 032,North Matthew,United Kingdom,18963,No
474097-74388-UZ,Guy Miles,elizabeth57@yahoo.com,896-986-538,8890 James Corners Apt. 977,North Raven,United Kingdom,89286,No
718838-33881-UV,Charles Torres,stravis@hotmail.com,350-655-631,149 Campbell Ports Apt. 743,Scottfurt,Ireland,52806,Yes
622098-58358-FR,Alexis Dean,tcook@perry-douglas.org,860-138-325,61996 Christine Dam,South Robin,Ireland,23223,Yes
178129-67446-IC,Kevin Wilson,tarnold@kelly.com,149-629-624,1768 Bennett Ville Suite 639,Port Ericaburgh,United States,37328,No
217086-25874-PE,Lindsey Phillips,robert23@gmail.com,113-729-879,93610 Amy Shoal Suite 826,New Jose,United States,78394,No
486057-38222-OU,Daniel White,jennifer13@gmail.com,858-315-593,918 Kevin Rest Apt. 850,West Laurentown,Ireland,69423,Yes
466819-89912-OB,Justin Harding,lisa69@yahoo.com,234-756-197,0712 Luis Corner Apt. 179,Aprilmouth,Ireland,44892,Yes
143467-27143-ZN,Carla Smith,vflynn@allen.com,850-893-769,1300 Rebecca Lodge Apt. 808,Freemanside,Ireland,45012,Yes
443573-14228-OB,Rhonda Swanson,reedjoseph@perry-brown.org,520-626-733,3122 Davis Crescent Apt. 322,West Elizabethburgh,Ireland,14052,No
251702-94203-OB,Pamela George,curtis77@richards.com,135-781-312,565 Lynn Gateway Apt. 164,New Angela,United States,72807,No
902810-66918-PX,Rebecca Sosa,dennisdorsey@yahoo.com,558-246-790,0623 Hicks Lodge,Bakerville,United States,08668,No
596003-11217-HW,Caitlin Lucero,dominic07@yahoo.com,225-587-851,4314 Peterson Estates,Mariahside,United States,43420,No
503249-47127-OM,Erica Roach,thomas80@edwards-golden.org,455-940-652,00124 William Via,Rodriguezchester,United Kingdom,64072,Yes
676547-29809-HI,Tim Dixon,ulowe@brown.info,100-428-527,05439 Brittany Cove Apt. 926,New Francesborough,Ireland,93875,No
933917-41962-ZC,Christopher Adams,watsonjacob@stewart-snyder.biz,975-420-670,804 Bailey Harbor Suite 745,Kristinchester,United States,89788,No
167706-37894-NC,Nicholas Snyder,katherinerodriguez@yahoo.com,761-855-500,3729 Fisher Lane,Danielberg,Ireland,99205,No
953211-38883-BY,Dorothy Hall,larnold@gmail.com,543-121-997,034 Michael Crescent Suite 162,Davidberg,Ireland,26510,Yes
627072-93542-UA,Michelle Murphy,adammccall@gmail.com,805-188-975,83070 Fisher Unions Suite 597,Tonyshire,Ireland,10387,Yes
825174-72414-JQ,Jamie Young,linda11@christian-mclaughlin.org,916-932-201,658 Samuel Streets,Lake Shelly,United Kingdom,21944,Yes
706733-30118-QU,Daniel Coleman,feliciacarr@christensen-reynolds.info,257-410-628,6531 Ryan Corners,Dianabury,United States,36335,No
905351-51149-UV,Antonio Dominguez,stephennorton@ward.net,903-710-539,25191 Palmer Coves,Lewisfort,United States,10441,Yes
504198-14054-JQ,Amanda Jones,reneediaz@lopez-castillo.biz,591-703-426,0834 Vazquez Squares,South Nathan,Ireland,52496,No
174326-42759-FR,David Mcguire,twilson@green.com,146-922-643,4490 Kimberly Junction,North Rachelville,Ireland,13781,No
772552-25657-ZC,Austin Martinez,gwendolynparker@gmail.com,921-540-727,6044 Colon Oval Apt. 644,Burgesstown,United Kingdom,80483,Yes
287829-22898-UV,Hayden Ramos,jeffery33@knight.info,236-531-893,784 Davis Island,Lake Geoffrey,United States,54267,No
761185-83560-OM,Rachel Beltran,ryanpage@yahoo.com,317-121-461,052 Espinoza Street,Port Blakeshire,United States,48665,Yes
397600-39175-OM,Carolyn Torres,illoyd@gmail.com,185-185-780,01363 Strickland Cove,South Markberg,Ireland,92934,Yes
623180-80763-BB,Kyle Davis,jhill@rivera-klein.org,791-195-399,12173 Carter Rue Suite 433,South Sheenaville,Ireland,81935,No
936282-25554-OU,Kelly Carroll,osawyer@yahoo.com,929-119-658,468 Farmer Alley Apt. 695,Hayesport,Ireland,45323,Yes
864997-28972-JQ,Krista Winters,arellanonicole@delacruz-rodriguez.net,105-852-668,43703 Jeffrey Circles,Farleyhaven,United States,18273,Yes
229359-25328-RB,Lee Mccoy,cathythompson@gmail.com,816-886-392,75500 Marsh Prairie Apt. 603,East Pamelachester,United Kingdom,93620,No
892381-11745-DT,Diana Harrison,cjenkins@hotmail.com,689-211-849,162 Andre Heights,Warrenborough,United States,28901,No
666258-21189-EO,William Bruce,paul38@gmail.com,967-466-920,842 Ronald Trafficway Apt. 562,Richardsberg,United States,46352,Yes
