Order ID,Order Date,Customer ID,Product ID,Quantity,Customer Name,Email,Country,Coffee Type,Roast Type,Size,Unit Price,Sales
E647E9E7,17/12/2022,175637-31516-HI,M-R-2.5,1,Customer546,customer546@example.com,US,Blend,Light,Medium,13.47,13.47
21113C18,22/03/2020,715415-22158-BY,A-E-1,4,Customer483,customer483@example.com,UK,Arabica,Medium,Large,12.07,48.28
5970E97A,06/03/2021,623115-57247-RB,E-M-0.5,6,Customer859,customer859@example.com,FR,Blend,Medium,Large,19.87,119.22
65A996D1,03/02/2023,896027-13501-OM,M-D-1,4,Customer613,customer613@example.com,ES,Robusta,Light,Small,6.01,24.04
1A8E7786,13/10/2020,679000-73129-PX,A-E-1,1,Customer487,customer487@example.com,UK,Robusta,Dark,Large,16.6,16.6
D3520634,29/12/2022,648332-99873-QJ,M-E-2.5,6,Customer272,customer272@example.com,US,Arabica,Dark,Large,16.36,98.16
32F4A318,10/06/2019,148523-92032-CB,M-R-0.5,4,Customer721,customer721@example.com,UK,Arabica,Medium,Medium,11.44,45.76
6C5E99C3,10/04/2020,178129-67446-IC,A-M-1,2,Customer749,customer749@example.com,PL,Blend,Light,Small,9.85,19.7
5907CEE2,24/08/2022,884987-59662-CB,A-M-0.5,5,Customer91,customer91@example.com,FR,Blend,Medium,Large,18.1,90.5
BEE8F29D,14/09/2021,420311-24346-RG,L-E-2.5,1,Customer439,customer439@example.com,FR,Robusta,Medium,Large,10.77,10.77
9DBA2AFD,20/09/2019,166295-91592-UZ,A-L-0.5,3,Customer646,customer646@example.com,UK,Blend,Dark,Small,10.24,30.72
610AA4BF,23/12/2021,726518-89467-OB,E-R-0.5,2,Customer598,customer598@example.com,IT,Blend,Light,Large,18.59,37.18
0A087433,25/08/2023,845473-75857-EO,E-A-0.5,4,Customer562,customer562@example.com,PL,Arabica,Light,Medium,11.88,47.52
96F23C8B,11/11/2019,699463-47791-BQ,E-E-2.5,2,Customer839,customer839@example.com,UK,Blend,Dark,Small,14.89,29.78
438016CD,10/10/2019,510658-91674-UZ,D-L-2.5,5,Customer142,customer142@example.com,DE,Blend,Dark,Medium,16.64,83.2
AFB8C0E1,15/09/2023,475106-62649-UZ,A-R-0.5,5,Customer710,customer710@example.com,FR,Robusta,Light,Small,8.97,44.85
4890D3BB,15/03/2023,457948-72489-PE,R-E-2.5,5,Customer174,customer174@example.com,UK,Arabica,Dark,Large,19.0,95.0
69231038,19/08/2022,382420-48689-CU,L-E-1,2,Customer165,customer165@example.com,IT,Robusta,Light,Large,5.44,10.88
7DF7C967,12/10/2022,129491-34275-QU,A-A-1,3,Customer756,customer756@example.com,IT,Robusta,Medium,Medium,11.3,33.900000000000006
5A2D5223,05/04/2020,844274-94626-EO,L-L-0.5,1,Customer602,customer602@example.com,UK,Blend,Dark,Medium,7.8,7.8
91EE561E,07/10/2021,471881-95234-OM,E-R-2.5,4,Customer511,customer511@example.com,ES,Robusta,Medium,Medium,14.99,59.96
7F51DF62,26/12/2019,318964-87958-FR,E-E-1,1,Customer68,customer68@example.com,IT,Arabica,Dark,Large,17.95,17.95
42DA1C82,29/09/2019,609485-20101-CB,E-L-2.5,3,Customer223,customer223@example.com,FR,Robusta,Light,Medium,6.39,19.169999999999998
EBC0D650,06/05/2023,812888-85331-ST,R-R-2.5,2,Customer615,customer615@example.com,IT,Arabica,Dark,Medium,13.96,27.92
B983014A,02/10/2019,713017-41051-HI,L-R-1,1,Customer541,customer541@example.com,US,Blend,Light,Small,7.99,7.99
8109DD09,21/06/2020,167841-90682-UZ,M-R-0.5,1,Customer604,customer604@example.com,FR,Arabica,Light,Large,15.12,15.12
038B7406,03/12/2019,867240-30406-ZC,M-D-1,5,Customer874,customer874@example.com,US,Robusta,Light,Small,8.43,42.15
0ADDEC2C,06/01/2021,245687-95018-UZ,M-M-0.5,4,Customer883,customer883@example.com,UK,Blend,Medium,Large,11.63,46.52
8532C109,24/12/2019,900960-31323-BB,L-L-2.5,3,Customer618,customer618@example.com,IT,Robusta,Medium,Medium,6.07,18.21
C9910C00,24/10/2022,605611-92552-OU,E-A-2.5,5,Customer805,customer805@example.com,FR,Arabica,Medium,Large,15.3,76.5
D7929354,20/04/2023,407092-40808-QJ,M-A-2.5,4,Customer853,customer853@example.com,ES,Robusta,Dark,Medium,17.0,68.0
E6461A26,05/11/2019,193952-78892-OU,E-E-0.5,2,Customer934,customer934@example.com,ES,Robusta,Dark,Large,11.05,22.1
AA58544D,07/12/2022,226811-95051-IQ,M-A-2.5,2,Customer814,customer814@example.com,IT,Blend,Medium,Large,9.51,19.02
9D7525C3,01/03/2020,542510-60482-UZ,L-E-0.5,6,Customer944,customer944@example.com,ES,Blend,Dark,Small,17.85,107.10000000000001
0A0FF3DB,16/08/2022,841672-76432-PE,E-R-0.5,3,Customer668,customer668@example.com,US,Arabica,Light,Small,8.7,26.099999999999998
3820917C,15/07/2023,402527-87379-BY,M-A-1,4,Customer945,customer945@example.com,DE,Robusta,Light,Large,13.05,52.2
B19A627D,23/01/2020,655784-26609-CB,R-E-0.5,3,Customer765,customer765@example.com,PL,Robusta,Medium,Small,18.65,55.949999999999996
AC42B259,06/11/2019,315708-38523-ZC,D-L-0.5,4,Customer785,customer785@example.com,US,Robusta,Light,Medium,8.19,32.76
0C5F1D39,19/05/2022,519396-97021-CB,R-E-0.5,1,Customer416,customer416@example.com,PL,Blend,Dark,Small,17.42,17.42
3DD53BC8,21/07/2021,239275-31890-NC,R-M-0.5,3,Customer280,customer280@example.com,FR,Blend,Dark,Small,17.09,51.269999999999996
4BCB1331,05/02/2023,817617-37170-ZC,A-L-0.5,5,Customer537,customer537@example.com,IT,Robusta,Medium,Large,9.38,46.900000000000006
DC4E261B,12/10/2023,907087-18910-BB,E-L-2.5,1,Customer931,customer931@example.com,US,Arabica,Dark,Small,16.32,16.32
37646699,28/10/2021,543272-19740-HW,D-R-2.5,4,Customer626,customer626@example.com,ES,Robusta,Medium,Large,16.43,65.72
2FBC996F,20/03/2020,308935-90328-OB,M-D-1,6,Customer274,customer274@example.com,PL,Arabica,Dark,Large,9.08,54.480000000000004
98752255,14/09/2019,860376-64332-HI,A-A-2.5,1,Customer98,customer98@example.com,DE,Blend,Dark,Large,5.28,5.28
6525EBE9,09/10/2023,332534-75430-HI,M-A-2.5,6,Customer415,customer415@example.com,FR,Arabica,Medium,Large,5.77,34.62
33C32B1E,29/05/2020,712903-12164-RG,E-M-2.5,6,Customer663,customer663@example.com,ES,Blend,Medium,Small,10.37,62.22
0D668413,14/10/2022,436462-61743-OB,D-M-0.5,3,Customer982,customer982@example.com,US,Arabica,Medium,Small,14.68,44.04
17E70AC7,31/12/2022,664351-52956-UA,A-R-2.5,1,Customer220,customer220@example.com,FR,Blend,Medium,Small,16.55,16.55
280B4F2A,15/12/2022,382679-21876-IC,D-M-2.5,1,Customer612,customer612@example.com,IT,Arabica,Medium,Large,17.57,17.57
4FE73097,12/10/2021,780587-77061-PE,L-D-1,3,Customer178,customer178@example.com,PL,Blend,Light,Small,19.99,59.97
3B808A1C,08/11/2021,252827-63849-ZN,E-L-2.5,4,Customer925,customer925@example.com,UK,Blend,Dark,Medium,17.86,71.44
0BDF1D2E,03/11/2022,922080-22098-QU,R-D-1,4,Customer272,customer272@example.com,DE,Robusta,Light,Large,5.74,22.96
CADD5B37,17/02/2022,540223-13749-EO,D-R-2.5,5,Customer422,customer422@example.com,DE,Arabica,Dark,Medium,15.89,79.45
FCBA8BBB,13/06/2022,621101-46758-NC,E-M-2.5,3,Customer398,customer398@example.com,FR,Robusta,Light,Medium,16.44,49.32000000000001
2BB97757,20/08/2023,892381-11745-DT,R-A-0.5,3,Customer938,customer938@example.com,US,Robusta,Dark,Medium,15.62,46.86
19F09343,03/03/2023,128873-86821-PX,M-M-1,2,Customer20,customer20@example.com,DE,Arabica,Dark,Medium,17.34,34.68
5931A314,22/10/2023,127285-70987-BQ,L-L-2.5,2,Customer547,customer547@example.com,PL,Robusta,Dark,Medium,18.42,36.84
37A52315,23/03/2022,914373-65409-OM,E-A-1,6,Customer386,customer386@example.com,PL,Arabica,Medium,Large,6.44,38.64
80CC7C2C,29/12/2023,595168-33250-UA,R-A-1,6,Customer977,customer977@example.com,PL,Arabica,Medium,Large,18.56,111.35999999999999
9D33FD46,19/02/2019,167871-20444-HW,R-R-2.5,4,Customer296,customer296@example.com,DE,Blend,Light,Medium,8.83,35.32
BF412348,09/10/2023,149541-44243-QU,D-D-2.5,2,Customer892,customer892@example.com,DE,Arabica,Light,Medium,11.0,22.0
E6865939,24/05/2020,583441-76541-EO,A-M-2.5,1,Customer649,customer649@example.com,US,Blend,Medium,Large,8.88,8.88
B3C83050,24/09/2019,479348-68698-QO,L-L-0.5,4,Customer782,customer782@example.com,DE,Arabica,Dark,Small,12.45,49.8
210EF41D,11/09/2020,743219-14186-UV,L-M-2.5,6,Customer804,customer804@example.com,FR,Blend,Light,Small,12.38,74.28
E15C1944,12/03/2021,247287-94129-BB,R-D-0.5,5,Customer275,customer275@example.com,FR,Robusta,Dark,Large,7.25,36.25
A78B0B69,27/03/2020,573974-77673-OM,A-D-0.5,6,Customer823,customer823@example.com,DE,Robusta,Dark,Large,10.26,61.56
FDD89C6C,06/11/2021,225080-21370-BY,E-D-2.5,2,Customer87,customer87@example.com,IT,Blend,Dark,Medium,15.66,31.32
A0A2DBBB,21/05/2021,466819-89912-OB,D-E-1,2,Customer639,customer639@example.com,FR,Blend,Dark,Medium,15.98,31.96
1B1AA2AE,24/01/2023,656353-59141-CB,L-E-0.5,6,Customer116,customer116@example.com,IT,Robusta,Light,Small,6.81,40.86
B1251AC1,28/02/2019,576475-75784-BY,L-R-1,3,Customer808,customer808@example.com,IT,Robusta,Medium,Small,18.83,56.489999999999995
F174D520,10/04/2023,268171-46463-UA,L-R-1,6,Customer691,customer691@example.com,DE,Robusta,Medium,Medium,12.42,74.52
A892CB13,16/07/2023,476171-34397-CB,D-R-1,4,Customer471,customer471@example.com,DE,Robusta,Medium,Small,5.02,20.08
7B78EC04,10/12/2023,587413-32541-OM,R-D-2.5,4,Customer503,customer503@example.com,ES,Robusta,Medium,Small,18.16,72.64
6C992E4B,18/07/2019,122505-31945-HI,M-A-0.5,3,Customer72,customer72@example.com,IT,Blend,Light,Medium,16.59,49.769999999999996
0D3EAF5A,16/08/2023,669781-64233-QO,R-A-0.5,3,Customer328,customer328@example.com,UK,Blend,Dark,Medium,9.03,27.089999999999996
0A8B1AB2,31/05/2019,772552-25657-ZC,D-M-2.5,3,Customer383,customer383@example.com,PL,Blend,Light,Large,14.13,42.39
A2858AAC,15/10/2019,240138-12198-ST,D-L-2.5,4,Customer727,customer727@example.com,UK,Arabica,Light,Medium,7.06,28.24
12F0753E,01/03/2020,362696-48248-OB,E-A-2.5,3,Customer870,customer870@example.com,ES,Arabica,Medium,Large,16.86,50.58
634282EC,26/02/2019,278837-50512-IQ,D-E-1,6,Customer634,customer634@example.com,FR,Blend,Medium,Small,11.73,70.38
FDCDE164,10/05/2023,853816-80065-RB,M-E-1,2,Customer983,customer983@example.com,FR,Blend,Light,Large,11.13,22.26
9CA789FE,27/07/2020,144246-60462-OU,R-R-2.5,3,Customer202,customer202@example.com,PL,Blend,Light,Medium,8.88,26.64
E0B53A7D,08/11/2023,660635-73570-FR,L-R-1,6,Customer100,customer100@example.com,US,Arabica,Medium,Small,6.1,36.599999999999994
C802BB03,06/03/2023,526003-95490-UZ,E-L-1,5,Customer164,customer164@example.com,DE,Blend,Medium,Medium,15.82,79.1
EA3EDC7C,22/05/2021,428227-51868-RG,L-R-0.5,3,Customer786,customer786@example.com,UK,Blend,Dark,Medium,15.47,46.410000000000004
3CC680E1,18/11/2020,517884-98036-DT,A-E-2.5,4,Customer287,customer287@example.com,DE,Robusta,Medium,Small,10.92,43.68
B633C2B9,15/11/2019,870643-97545-UV,A-M-2.5,1,Customer65,customer65@example.com,FR,Blend,Dark,Medium,18.59,18.59
BA02AF33,07/10/2023,775707-25429-QU,R-M-1,3,Customer332,customer332@example.com,US,Blend,Medium,Medium,18.82,56.46
EAA28381,17/12/2023,871691-96627-RG,A-E-0.5,3,Customer247,customer247@example.com,ES,Robusta,Medium,Large,13.84,41.519999999999996
9BA843BD,02/04/2020,800709-98891-UZ,D-L-2.5,4,Customer263,customer263@example.com,DE,Arabica,Light,Small,13.42,53.68
38CD591C,07/02/2022,743983-46332-NC,L-A-2.5,6,Customer636,customer636@example.com,IT,Blend,Medium,Medium,7.06,42.36
A69E30C5,12/04/2023,165692-97671-ZC,E-R-1,2,Customer344,customer344@example.com,ES,Blend,Dark,Small,7.07,14.14
84A71B36,28/03/2019,634628-90960-QJ,M-L-2.5,2,Customer973,customer973@example.com,US,Arabica,Medium,Medium,6.49,12.98
FB4045C3,10/04/2022,948560-45199-UZ,R-L-2.5,5,Customer342,customer342@example.com,IT,Arabica,Light,Large,6.85,34.25
ACFE5E09,06/10/2023,201015-69647-QJ,R-R-1,1,Customer626,customer626@example.com,IT,Robusta,Light,Large,10.27,10.27
D38DD920,02/10/2019,431147-72562-RG,R-L-1,5,Customer970,customer970@example.com,ES,Robusta,Medium,Medium,14.53,72.64999999999999
E6E90BE1,13/04/2022,102415-31715-QO,E-R-1,3,Customer873,customer873@example.com,UK,Arabica,Light,Large,12.38,37.14
3FC9F1CD,04/11/2023,437356-94780-QO,M-D-2.5,3,Customer931,customer931@example.com,US,Blend,Dark,Small,15.92,47.76
1A25D65D,19/11/2019,444430-49620-HI,L-E-2.5,2,Customer778,customer778@example.com,UK,Robusta,Dark,Large,8.45,16.9
6F4F8FAD,19/09/2023,350917-53430-QO,A-E-1,6,Customer493,customer493@example.com,FR,Arabica,Light,Medium,8.47,50.82000000000001
941597BB,26/11/2020,826963-15787-RG,M-L-0.5,5,Customer792,customer792@example.com,DE,Arabica,Medium,Large,16.68,83.4
82520ACE,10/09/2022,557912-26600-BB,E-A-0.5,6,Customer811,customer811@example.com,ES,Robusta,Dark,Large,10.34,62.04
AECD7AF3,07/06/2022,554114-90159-HW,E-L-0.5,3,Customer310,customer310@example.com,UK,Arabica,Light,Large,5.24,15.72
9AFE024C,19/03/2021,537339-60907-ZN,L-M-1,2,Customer948,customer948@example.com,PL,Robusta,Light,Medium,15.86,31.72
DEDA67E6,18/12/2021,896885-87193-JQ,D-E-2.5,1,Customer878,customer878@example.com,ES,Robusta,Dark,Large,11.51,11.51
CCE538D2,03/03/2021,241155-19879-PE,D-R-0.5,5,Customer42,customer42@example.com,DE,Arabica,Medium,Medium,17.71,88.55000000000001
30376B6E,17/11/2022,769901-32146-FR,M-D-1,1,Customer820,customer820@example.com,DE,Robusta,Dark,Small,11.55,11.55
77F3379C,10/08/2019,251702-94203-OB,A-R-2.5,6,Customer172,customer172@example.com,PL,Robusta,Medium,Large,18.19,109.14000000000001
972F550A,12/01/2021,440202-48926-IQ,R-A-0.5,1,Customer363,customer363@example.com,IT,Robusta,Dark,Medium,18.38,18.38
B5FA6DD7,24/12/2020,816104-41186-UZ,M-M-2.5,4,Customer46,customer46@example.com,IT,Blend,Dark,Medium,9.13,36.52
B7432721,04/05/2022,952028-75328-IC,D-D-2.5,2,Customer251,customer251@example.com,ES,Blend,Dark,Medium,16.73,33.46
8C173C55,15/05/2021,733956-74701-HI,R-A-0.5,2,Customer942,customer942@example.com,PL,Blend,Dark,Small,6.98,13.96
65DC6BAE,04/08/2019,181059-18165-BY,R-L-1,5,Customer110,customer110@example.com,US,Robusta,Medium,Medium,15.07,75.35
4547453F,14/06/2020,847660-45323-FR,L-D-2.5,1,Customer672,customer672@example.com,FR,Arabica,Dark,Medium,7.44,7.44
4B966FEB,29/03/2020,679930-33196-PX,L-R-2.5,4,Customer838,customer838@example.com,US,Arabica,Dark,Large,14.03,56.12
725B0D92,20/06/2023,158690-55519-CU,R-A-0.5,5,Customer435,customer435@example.com,IT,Robusta,Medium,Large,13.42,67.1
20ADB801,21/10/2022,828866-66789-BB,R-A-2.5,1,Customer182,customer182@example.com,US,Robusta,Light,Small,13.3,13.3
F304168D,01/03/2019,953211-38883-BY,D-A-1,1,Customer527,customer527@example.com,FR,Blend,Light,Large,15.23,15.23
58F2A17C,08/06/2021,136726-24779-DT,E-R-1,3,Customer564,customer564@example.com,US,Blend,Light,Small,16.96,50.88
A283C7BB,19/09/2021,838261-48853-QU,A-R-0.5,2,Customer774,customer774@example.com,FR,Arabica,Medium,Small,8.21,16.42
427A119C,26/11/2021,388267-35454-UA,A-M-0.5,1,Customer11,customer11@example.com,PL,Blend,Light,Large,14.09,14.09
7991AC97,04/09/2020,718010-94357-ZC,E-R-0.5,6,Customer758,customer758@example.com,FR,Blend,Dark,Small,8.9,53.400000000000006
5E3D3875,20/06/2023,462737-68369-ZN,A-M-2.5,4,Customer262,customer262@example.com,PL,Blend,Medium,Medium,14.13,56.52
3EE163ED,10/07/2020,937210-12041-IC,M-M-0.5,6,Customer250,customer250@example.com,FR,Arabica,Light,Large,6.31,37.86
DACB1CDF,09/04/2019,868620-46899-HW,E-M-0.5,3,Customer94,customer94@example.com,UK,Blend,Medium,Large,8.8,26.400000000000002
6FE5B5FA,27/06/2020,709290-14997-FR,M-M-0.5,5,Customer58,customer58@example.com,UK,Blend,Medium,Large,18.73,93.65
14EF41DC,17/01/2023,752032-71375-UZ,E-E-2.5,5,Customer139,customer139@example.com,PL,Robusta,Dark,Large,14.86,74.3
360E83A0,02/03/2022,408410-45029-HW,M-M-2.5,6,Customer596,customer596@example.com,ES,Arabica,Medium,Small,8.44,50.64
CE52B7C8,05/12/2021,182424-87358-BY,M-A-0.5,5,Customer861,customer861@example.com,DE,Robusta,Medium,Medium,19.01,95.05000000000001
F14D8FA3,08/08/2022,923527-70775-BY,R-D-2.5,6,Customer550,customer550@example.com,IT,Arabica,Light,Medium,7.59,45.54
D5A04DF1,09/12/2022,618335-53300-QO,M-A-1,1,Customer183,customer183@example.com,US,Blend,Light,Small,8.25,8.25
4393D402,19/09/2019,667852-93437-QJ,E-R-0.5,3,Customer405,customer405@example.com,UK,Arabica,Light,Large,16.07,48.21
353ABD72,23/02/2019,678188-20646-ZN,R-L-2.5,6,Customer409,customer409@example.com,IT,Blend,Light,Medium,12.27,73.62
1F89333A,27/01/2020,261357-67771-QU,A-L-2.5,2,Customer240,customer240@example.com,FR,Robusta,Light,Large,18.49,36.98
EE283905,05/08/2023,697279-56450-ZC,M-D-1,4,Customer648,customer648@example.com,DE,Arabica,Dark,Small,9.52,38.08
39DAFBAF,14/09/2022,171430-55397-FR,R-L-2.5,1,Customer388,customer388@example.com,US,Blend,Dark,Large,10.46,10.46
61BC85D3,21/10/2023,842508-46870-BB,R-R-2.5,5,Customer807,customer807@example.com,IT,Blend,Dark,Medium,6.9,34.5
8B9127BD,10/09/2021,332825-42865-OB,L-A-1,4,Customer767,customer767@example.com,UK,Robusta,Light,Large,6.33,25.32
847C5845,15/04/2022,569654-69627-OB,A-D-0.5,2,Customer865,customer865@example.com,US,Arabica,Medium,Small,6.25,12.5
F8046AD3,23/09/2022,701333-34678-QU,M-R-1,1,Customer287,customer287@example.com,US,Arabica,Light,Small,14.47,14.47
1086D712,08/11/2020,497287-74326-BB,M-E-1,3,Customer478,customer478@example.com,UK,Blend,Dark,Small,12.11,36.33
D1F10E05,09/06/2020,287829-22898-UV,A-L-2.5,6,Customer614,customer614@example.com,FR,Arabica,Light,Large,14.37,86.22
6A86F582,28/09/2021,253135-60168-ZN,M-R-0.5,3,Customer899,customer899@example.com,US,Robusta,Medium,Medium,16.71,50.13
75B51833,09/07/2020,133850-90760-NC,D-L-0.5,2,Customer11,customer11@example.com,FR,Blend,Light,Large,9.31,18.62
EDA15F86,18/04/2023,380735-14621-OB,E-D-0.5,6,Customer661,customer661@example.com,PL,Blend,Dark,Large,5.12,30.72
707EEC08,26/02/2021,304246-68734-DT,L-M-1,4,Customer996,customer996@example.com,US,Arabica,Medium,Large,14.32,57.28
B3C62EB7,20/02/2023,842420-73561-OM,E-R-1,3,Customer618,customer618@example.com,PL,Blend,Dark,Large,7.04,21.12
5C2B9251,08/09/2022,846512-47525-PE,E-L-2.5,1,Customer202,customer202@example.com,PL,Robusta,Light,Large,9.44,9.44
C3C2D16A,25/08/2021,627072-93542-UA,M-L-0.5,6,Customer925,customer925@example.com,UK,Arabica,Dark,Medium,7.97,47.82
345ED73A,05/11/2023,231292-78184-UV,R-A-1,6,Customer543,customer543@example.com,DE,Blend,Medium,Small,7.07,42.42
F63AA02F,08/11/2021,115145-55023-BB,A-E-1,1,Customer915,customer915@example.com,FR,Blend,Dark,Small,6.43,6.43
CB9825B8,04/08/2022,217580-45906-BY,A-M-1,3,Customer144,customer144@example.com,UK,Arabica,Dark,Small,12.15,36.45
F38DE289,26/01/2022,421827-72449-BY,M-A-1,4,Customer488,customer488@example.com,ES,Arabica,Medium,Small,15.24,60.96
F875AE0A,18/05/2020,478214-94272-OM,E-D-2.5,5,Customer524,customer524@example.com,ES,Robusta,Medium,Large,10.24,51.2
2D64BC94,27/01/2021,921348-39311-UZ,M-E-2.5,5,Customer835,customer835@example.com,DE,Robusta,Medium,Small,9.99,49.95
7FAE1210,27/10/2019,603340-70428-UZ,A-L-2.5,6,Customer156,customer156@example.com,US,Blend,Light,Small,13.11,78.66
CEA84414,27/08/2023,143467-27143-ZN,M-M-1,2,Customer517,customer517@example.com,ES,Robusta,Dark,Small,19.1,38.2
FDE929D4,02/05/2019,570652-78121-PE,E-E-2.5,5,Customer7,customer7@example.com,US,Arabica,Light,Medium,19.68,98.4
BE7ACCE8,11/10/2022,137860-77741-QJ,D-D-0.5,3,Customer67,customer67@example.com,ES,Robusta,Medium,Medium,14.64,43.92
0367D108,26/03/2020,440047-46964-CU,A-E-0.5,1,Customer630,customer630@example.com,UK,Robusta,Medium,Medium,13.75,13.75
CB6FD9DE,07/01/2023,485885-59966-BB,R-A-0.5,1,Customer124,customer124@example.com,PL,Arabica,Medium,Large,11.2,11.2
280A6225,04/07/2022,615819-32130-HW,R-A-2.5,2,Customer577,customer577@example.com,DE,Blend,Light,Medium,11.67,23.34
A51C6B72,22/02/2022,341415-84745-UZ,R-M-0.5,3,Customer663,customer663@example.com,DE,Robusta,Light,Small,19.52,58.56
656A3945,14/08/2019,290537-91875-RB,D-R-1,3,Customer209,customer209@example.com,UK,Blend,Light,Medium,15.62,46.86
5947E83F,11/10/2023,538154-96983-ST,M-R-2.5,2,Customer546,customer546@example.com,FR,Robusta,Medium,Large,7.3,14.6
4A0384E1,14/03/2020,822251-98945-RB,L-E-2.5,4,Customer391,customer391@example.com,US,Blend,Light,Small,8.42,33.68
A860DC3B,17/10/2019,821426-25499-NC,E-L-2.5,1,Customer629,customer629@example.com,PL,Robusta,Light,Medium,10.15,10.15
ABA7A0B5,30/05/2022,997048-37617-NC,M-D-2.5,6,Customer586,customer586@example.com,DE,Robusta,Dark,Small,14.51,87.06
D4B7048E,05/07/2020,888782-75399-FR,D-R-0.5,3,Customer877,customer877@example.com,IT,Blend,Medium,Large,11.67,35.01
E1D761A9,03/02/2019,202557-15362-ZC,D-M-2.5,4,Customer78,customer78@example.com,DE,Blend,Light,Large,17.56,70.24
DE0F14BB,30/03/2022,948689-54779-PX,R-L-0.5,2,Customer267,customer267@example.com,US,Arabica,Medium,Large,18.09,36.18
